id,source,title,content,published_at,link,extracted_at
681,Slashdot.org,"Gulf stocks slide, Kuwait suspends trading as Iran responds to US, Israeli attacks - Reuters","Gulf stocks slide, Kuwait suspends trading as Iran responds to US, Israeli attacksReuters Saudi, Egyptian Markets Slump as US-Iran Conflict Roils RegionYahoo Finance Middle East Stock Markets Drop as Conflict Spreads to Iran’s NeighborsWSJ Gulf markets open i…",2026-03-01T15:32:28,https://slashdot.org/firehose.pl?op=view&amp;id=180878702,2026-03-02 17:24:33
682,Wired,What Happens if Iran Shuts Down the Strait of Hormuz?,The Strait of Hormuz is one of the most sensitive pressure points in the global economy. Conflict in Iran could put it at risk indefinitely.,2026-03-01T15:31:22,https://www.wired.com/story/what-happens-if-iran-shuts-down-the-strait-of-hormuz/,2026-03-02 17:24:33
684,Memeorandum.com,CBS News poll on Americans' views on Iran prior to conflict (Anthony Salvanto/CBS News),"Anthony Salvanto / CBS News:
CBS News poll on Americans' views on Iran prior to conflict  —  Add CBS News on Google  —  In polling completed just before news of the U.S. airstrikes on Iran, most Americans thought the U.S. should be at least pressuring or enga…",2026-03-01T15:30:01,https://www.memeorandum.com/260301/p28,2026-03-02 17:24:33
687,The Star Online,PM Anwar strongly condemns Khamenei's killing,"KUALA LUMPUR: Prime Minister Datuk Seri Anwar Ibrahim has strongly condemned the killing of Iranian Supreme Leader Ali Khamenei, warning that the act could push the Middle East into a period of grave and prolonged instability. Read full story",2026-03-01T15:27:00,https://www.thestar.com.my/news/nation/2026/03/01/pm-anwar-strongly-condemns-khamenei039s-killing,2026-03-02 17:24:33
689,BusinessLine,SEBI chief says ‘stability is important’ after derivatives curbs; conflict-of-interest proposals to go before board,Sebi chief emphasizes the importance of stability in derivatives policy while addressing market concerns and upcoming board discussions.,2026-03-01T15:23:26,https://www.thehindubusinessline.com/markets/sebi-chief-says-stability-is-important-after-derivatives-curbs-conflict-of-interest-proposals-to-go-before-board/article70691870.ece,2026-03-02 17:24:33
691,Business Insider,The US military has suffered losses in its fight with Iran. 3 American service members have been killed.,"President Donald Trump on Saturday warned that the US could suffer losses against Iran but called the operation ""a noble mission.""",2026-03-01T15:20:52,https://www.businessinsider.com/us-service-members-killed-wounded-fighting-iran-american-military-says-2026-3,2026-03-02 17:24:33
693,The Irish Times,Israel-Iran conflict: What rights do travellers have if their plans are thrown into disarray?,"At least 13 flights between Ireland and the Middle East were cancelled on Sunday, with warnings of further disruption",2026-03-01T15:15:44,https://www.irishtimes.com/world/middle-east/2026/03/01/israel-iran-conflict-what-rights-do-travellers-have-if-their-plans-are-thrown-into-disarray/,2026-03-02 17:24:33
698,Alltoc.com,How could these strikes affect oil prices? #world,Immediate market response and the drivers behind it Global oil markets reacted sharply to the military campaign that hit Iranian targets and prompted wider regional retaliation. Benchmark crude futures jumped markedly as traders reassessed the risk that suppl…,2026-03-01T15:10:50,https://alltoc.com/world/how-could-these-strikes-affect-oil-prices,2026-03-02 17:24:33
699,BusinessLine,Indian exports brace for impact as US-Israel strikes on Iran affect sea routes,Indian exporters face rising risks and costs due to US-Israel strikes on Iran impacting critical shipping routes.,2026-03-01T15:10:12,https://www.thehindubusinessline.com/economy/indian-exports-brace-for-impact-as-us-israel-strikes-on-iran-affect-sea-routes/article70692141.ece,2026-03-02 17:24:33
701,The Times of India,Gold price prediction: Gold rate to hit record highs or there will be volatile phase? Check Bullion experts' comments,Gold rate prediction: Gold price on Monday will be tested due to geopolitical complex situation arose due to US-Israel war against Iran.,2026-03-01T15:03:18,https://economictimes.indiatimes.com/news/international/us/gold-price-prediction-gold-rate-to-hit-record-highs-or-there-will-be-volatile-phase-check-bullion-experts-comments/articleshow/128919311.cms,2026-03-02 17:24:33
703,Screen Rant,Star Wars Can Finally Make the Hunt for Ben Solo Work All Thanks to 1 Secret Retcon,"The teased Hunt for Ben Solo movie could work canonically within the Star Wars franchise, and this secret retcon proves how it could be done.",2026-03-01T15:00:21,https://screenrant.com/star-wars-secret-retcon-the-hunt-for-ben-solo-comics/,2026-03-02 17:24:33
719,Financial Post,New leaders take helm of United Steelworkers union,"TORONTO and PITTSBURGH, March 01, 2026 (GLOBE NEWSWIRE) — The United Steelworkers union (USW) installed a historic slate of leaders today, led by new International President Roxanne Brown and National Director for Canada Marty Warren. Roxanne Brown becomes th…",2026-03-01T17:01:45,https://financialpost.com/globe-newswire/new-leaders-take-helm-of-united-steelworkers-union,2026-03-02 17:24:33
741,TechCrunch,OpenAI shares more details about its agreement with the Pentagon | TechCrunch,"By CEO Sam Altman’s own admission, OpenAI’s deal with the Department of Defense was “definitely rushed,” and “the optics don’t look good.”",2026-03-01T16:34:00,https://techcrunch.com/2026/03/01/openai-shares-more-details-about-its-agreement-with-the-pentagon/,2026-03-02 17:24:33
746,Eschatonblog.com,Pew Pew Pew,"War does, of course, have serious consequences.Few pretend they think of Palestinians as anything other than subhuman, but now that we are back, sort of, sometimes, in the peeance and freeance game...",2026-03-01T16:30:00,https://www.eschatonblog.com/2026/03/pew-pew-pew.html,2026-03-02 17:24:33
749,Independent.ie,Dublin take big step in Division 1 survival battle with emphatic win over Roscommon,A good start wasn’t just half the battle for Dublin in Hyde Park – it was the war itself and a significant step towards Allianz Division 1 preservation.,2026-03-01T16:26:01,https://www.independent.ie/sport/gaelic-games/gaelic-football/dublin-take-big-step-in-division-1-survival-battle-with-emphatic-win-over-roscommon/a303158845.html,2026-03-02 17:24:33
756,Raw Story,'Stay off social media when you're drunk': Nancy Mace called out over Khameni death post,"Rep. Nancy Mace (R-SC) set off a war of words on X late Saturday when she attempted to troll two of her colleagues in the House, both of whom are Muslims.Reacting to news that Iran’s Supreme Commander Ali Hosseini Khamenei was pronounced dead after a surprise…",2026-03-01T16:06:29,https://www.rawstory.com/nacy-mace-drunk/,2026-03-02 17:24:33
757,OnMSFT,Angry Birds have a new best friend in the war against the pigs – Bing,Adrian Kingsley-Hughes: Angry Birds have a new best friend in the war against the pigs – Microsoft’s search engine Bing. Just take a look at these screenshots from Rovio Mobile’s latest update to Angr...,2026-03-01T16:04:42,https://onmsft.com/news/angry-birds-have-new-best-friend-war-against-pigs-bing/,2026-03-02 17:24:33
760,Rolling Stone,See Robbie Williams Lead All-Star Ozzy Osbourne Tribute at 2026 Brit Awards,"Robbie Williams led an all-star band through a rendition of ""No More Tears"" as part of the 2026 Brit Awards’ tribute to Ozzy Osbourne.",2026-03-01T16:01:06,http://www.rollingstone.com/music/music-news/robbie-williams-all-star-ozzy-osbourne-tribute-brit-awards-1235523477/,2026-03-02 17:24:33
769,Yahoo Entertainment,Pisilli set to start vs Juventus,"Kick-off for Roma-Juventus is getting closer, while tension is rising in the capital ahead of a match that could prove decisive in the race for fourth place. There are still many games to play between...",2026-03-01T16:55:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3c41c048-3b05-42a9-9ab1-3b341a6c330e,2026-03-02 17:24:33
771,Cheezburger.com,24 Spicy Farm Animal Memes to Start Spring With a Field of Funnies,"No need to farm for laughs, they're right here - in the field of funnies made of animal memes.
Some days feel like a grueling experience of working hard to find one laughter-inducing thing to release a single ""Ha!"" out of you, and loosen some tension away. I…",2026-03-01T16:00:00,https://cheezburger.com/44498437/24-spicy-farm-animal-memes-to-start-spring-with-a-field-of-funnies,2026-03-02 17:24:33
776,Saastr.com,"The Great Myth of the Liquidation Preference: Yes, It Matters. But Not In Many Scenarios.",If you’ve raised venture capital—or even just read about it—you’ve heard the warnings about liquidation preferences.  It’s a common grouch on LinkedIn. “The VCs get paid first!” “You could build a $100m company and walk away with nothing!” “Preferences are ho…,2026-03-01T15:10:23,https://www.saastr.com/the-great-myth-of-the-liquidation-preference-yes-it-matters-but-not-in-many-scenarios/,2026-03-02 17:24:33
777,Alltoc.com,How could a faint cosmic hum solve the Hubble tension? #science,"A persistent background signal may reconcile conflicting expansion rates Astronomers report detection of a weak, global signal in the sky — a faint ‘‘hum’’ — that could change how we measure the Universe’s expansion. The longstanding tension is a discrepancy …",2026-03-01T15:05:09,https://alltoc.com/science/how-could-a-faint-cosmic-hum-solve-the-hubble-tension,2026-03-02 17:24:33
778,Alltoc.com,Why was Jack Whitehall censored? #tabloid,ITV mutes jokes during live awards show The host’s opening material was partially bleeped and muted by the broadcaster during the live music ceremony after he made references that touched on politically sensitive subjects. ITV’s decision to censor portions of…,2026-03-01T15:04:20,https://alltoc.com/tabloid/why-was-jack-whitehall-censored,2026-03-02 17:24:33
781,USA Today,"Arman Tsarukyan, Georgio Poullas reacts to RAF06 brawl: 'Little b*tch'","Arman Tsarukyan offered no regret for attacking Georgio Poullas at the end of their RAF06 match, inciting a multi-person brawl.",2026-03-01T14:40:23,https://mmajunkie.usatoday.com/story/sports/ufc/2026/03/01/arman-tsarukyan-reacts-raf06-brawl-georgio-poullas/88932685007/,2026-03-02 17:24:33
782,The Times of India,"Silver, gold may surge next week as Middle East tension intensifies: Analysts",Gold and silver prices are set for a strong opening on Monday. Investors are seeking safe havens due to rising tensions in the Middle East. Escalating conflict and reduced hopes for a quick diplomatic solution are driving this trend. Global equities are under…,2026-03-01T14:35:28,https://economictimes.indiatimes.com/industry/indl-goods/svs/metals-mining/silver-gold-may-surge-next-week-as-middle-east-tension-intensifies-analysts/articleshow/128918517.cms,2026-03-02 17:24:33
783,Yanko Design,A Swiss Designer Just Replaced Your HVAC System With a 500-Year-Old Pot,"A Swiss Designer Just Replaced Your HVAC System With a 500-Year-Old PotWe spend a lot of time looking forward when it comes to solving the climate crisis. Better batteries, smarter thermostats, AI-optimized HVAC systems. And sure,...",2026-03-01T14:20:01,https://www.yankodesign.com/2026/03/01/a-swiss-designer-just-replaced-your-hvac-system-with-a-500-year-old-pot/,2026-03-02 17:24:33
784,Homedit.com,28 Taupe Kitchen Design Ideas in 2026 That Make All-White Look Like a Sterile Mistake,"The decade-long obsession with the clinical, all-white kitchen is dead. We spent years building cooking spaces that felt like sterile laboratories rather than genuine homes, stripping away all warmth, depth, and shadow. In 2026, designers demand absolute arch…",2026-03-01T14:13:08,https://www.homedit.com/taupe-kitchen-design-ideas-in-2026/,2026-03-02 17:24:33
786,Khabarhub.com,Govt arranges safety for Nepalis stranded at Middle East airports,KATHMANDU: The government has said it has made arrangements to ensure the safety of Nepali nationals stranded at airports in the Middle East amid escalating regional tensions. Speaking after a Cabinet meeting held at the Prime Minister’s residence in Baluwata…,2026-03-01T14:01:59,https://english.khabarhub.com/2026/01/537212/,2026-03-02 17:24:33
787,BusinessLine,"Silver, gold may surge next week as Middle East tension intensifies: Analysts","Analysts said the extent of the impact on domestic silver and gold prices will depend on how long the conflict persists, as global investors recalibrate risk exposure amid fears of a prolonged instability in the Middle East",2026-03-01T13:46:27,https://www.thehindubusinessline.com/markets/gold/silver-gold-may-surge-next-week-as-middle-east-tension-intensifies-analysts/article70691799.ece,2026-03-02 17:24:33
788,NPR,A U.S. scholarship thrills a teacher in India. Then came the soul-crushing questions,She was thrilled to become the first teacher from a government-sponsored school in India to get a Fulbright exchange award to learn from U.S. schools. People asked two questions that clouded her joy.,2026-03-01T13:36:43,https://www.npr.org/2026/03/01/g-s1-104772/teacher-india-school-patriarchy-fulbright,2026-03-02 17:24:33
789,BusinessLine,Kashmir sees massive protests over Khamenei’s killing,"Kashmir erupts in protests against Khamenei's killing, with calls for peace amid widespread mourning and political tensions.",2026-03-01T13:26:58,https://www.thehindubusinessline.com/news/national/kashmir-sees-massive-protests-over-khameneis-killing/article70691698.ece,2026-03-02 17:24:33
790,Globalsecurity.org,"""Starting Salaries for Junior Officers to Reach KRW 40 Million by 2029""",Defense Minister Ahn Gyu-back visited guard posts (GPs) and general outposts (GOPs) of the 25th Infantry Division on the central frontline on February 15 during the Lunar New Year holidays.,2026-03-01T13:22:55,https://www.globalsecurity.org/wmd/library/news/rok/2026/rok-260227-rok-mnd01.htm,2026-03-02 17:24:33
791,Globalsecurity.org,Trump's Endgame In Iran: Strategic Submission Or Systemic Collapse?,"Weeks of tension with Iran and a rapid US military buildup have erupted into joint US-Israeli strikes on high-profile targets, including Iranian military sites and the residences of the country's top brass.",2026-03-01T13:17:45,https://www.globalsecurity.org/wmd/library/news/iran/2026/02/iran-260228-rferl05.htm,2026-03-02 17:24:33
792,The Times of India,"Why did Iran attack Cyprus, and is Middle East region still safe? Cyprus attack, area security outlook explained","Why did Iran attack Cyprus, and is Middle East region still safe? Iran fired missiles toward Cyprus after US-Israel strikes killed Ayatollah Ali Khamenei. UK bases in Cyprus and Bahrain faced threats. Britain deployed jets for defence. Gulf states intercepted…",2026-03-01T13:10:09,https://economictimes.indiatimes.com/news/international/us/why-did-iran-attack-cyprus-and-is-middle-east-region-still-safe-cyprus-attack-area-security-outlook-explained-united-kingdom-military-bases-missiles-bahrain/articleshow/128916363.cms,2026-03-02 17:24:33
793,Globalsecurity.org,"PLA naval, air units enter so-called 'joint patrol' area of Philippines, co-opted countries during readiness patrols near Huangyan Dao: media",Naval and air units of the Southern Theater Command of the Chinese People's Liberation Army (PLA) conducted readiness patrols in the territorial sea and airspace of China's Huangyan Dao and its surrounding areas on Saturday.,2026-03-01T13:06:04,https://www.globalsecurity.org/military/library/news/2026/03/mil-260301-globaltimes01.htm,2026-03-02 17:24:33
794,Science Daily,A faint cosmic hum could solve the Universe’s expansion mystery,"Astronomers have long known the universe is expanding—but exactly how fast remains one of the biggest mysteries in cosmology. Different techniques for measuring the Hubble constant stubbornly disagree, creating the so-called “Hubble tension.” Now researchers …",2026-03-01T12:55:42,https://www.sciencedaily.com/releases/2026/02/260228093453.htm,2026-03-02 17:24:33
795,The Times of India,Who are Ayatollah Alireza Arafi and Ahmad Vahidi? New leadership takes charge in Iran,"Who are Ayatollah Alireza Arafi and Ahmad Vahidi? This explainer covers Iran Israel War Live Updates, the reported appointment of Ahmad Vahidi as IRGC chief after Gen Mohammad Pakpour’s death, and the rise of Ayatollah Alireza Arafi as Iran’s interim Supreme …",2026-03-01T12:35:59,https://economictimes.indiatimes.com/news/international/us/who-are-ayatollah-alireza-arafi-and-ahmad-vahidi-new-leadership-takes-charge-in-iran-islamic-revolutionary-guards-corps-gen-mohammad-pakpour/articleshow/128915133.cms,2026-03-02 17:24:33
796,The Indian Express,"Amid US-Israel strikes on Iran, Bengali actor Subhashree Ganguly, son stranded in Dubai; husband expresses concern: ‘They are inside a hotel…’","Subhashree Ganguly and her son were on holiday in Dubai when tensions escalated. Her husband, Raj Chakraborty, shared the family's concerns regarding their safety.",2026-03-01T12:28:48,https://indianexpress.com/article/entertainment/regional/subhashree-ganguly-son-stranded-in-dubai-amid-us-israel-strikes-on-iran-10559373/,2026-03-02 17:24:33
797,The Indian Express,"From Corridors of Power | Black flags, sand storms and slow files: Saini, Mann and Kejriwal in a week of political reruns","From Nayab Singh Saini’s déjà vu moment to Bhagwant Mann’s DGP deadline drift and Malvinder Singh Kang’s mining salvo, Punjab’s power corridors hum with theatre, tension and ticking clocks.",2026-03-01T12:06:23,https://indianexpress.com/article/cities/chandigarh/aini-mann-kejriwal-in-week-of-political-reruns-10559529/,2026-03-02 17:24:33
798,LADbible,Important Foreign Office travel warnings for Dubai as airport and hotels struck and all flights cancelled,Important Foreign Office travel warnings for Dubai as airport and hotels struck and all flights cancelled,2026-03-01T11:28:58,https://www.ladbible.com/news/world-news/foreign-office-warnings-dubai-air-strikes-flights-cancelled-931210-20260301,2026-03-02 17:24:33
799,The Times of India,"Delhi, Mumbai airport witness over 200+ international flight cancellations amid Middle East conflict",Indian airports faced significant flight disruptions on Sunday. Over 100 international flights were affected at Delhi Airport due to the Middle East crisis. Mumbai Airport saw 125 cancellations. Amritsar Airport also reported cancellations. Airlines are advis…,2026-03-01T10:46:05,https://economictimes.indiatimes.com/industry/transportation/airlines-/-aviation/delhi-airport-witnesses-over-100-international-flights-cancellations-amid-middle-east-conflict/articleshow/128912717.cms,2026-03-02 17:24:33
800,The Indian Express,‘We hear vibrations’: Inside IIT Delhi’s Abu Dhabi campus where students take shelter in ‘safe room’ as missiles are intercepted outside,Students at IIT Delhi's Abu Dhabi campus describe a tense atmosphere as the conflict widens in the Middle East following the US-Israel attack on Iran.,2026-03-01T10:26:25,https://indianexpress.com/article/cities/delhi/iit-delhi-abu-dhabi-students-shelter-in-place-uae-iran-conflict-al-dhafra-10559275/,2026-03-02 17:24:33
801,Screen Rant,Ozzy Osbourne 2026 BRIT Awards Tribute: 7 Wildest Moments,"Sharon Osbourne hijacked the 2026 BRIT Awards with a profane, chaotic tribute to Ozzy. Here is every rule-breaking moment from the O2 Arena.",2026-03-01T10:24:24,https://screenrant.com/ozzy-osbourne-brit-awards-2026-tribute-wildest-moments/,2026-03-02 17:24:33
802,Weandthecolor.com,Catzilla Is the Japanese Vintage Poster Illustration Photoshop Template That Earns Its Chaos,"Monsters have always said something true about us. Godzilla was born from nuclear anxiety. Dracula emerged from fears of foreign seduction. And now, in the age of meme culture, chronically online cat worship, and a global nostalgia for hand-crafted analog aes…",2026-03-01T09:24:15,https://weandthecolor.com/catzilla-is-the-japanese-vintage-poster-illustration-photoshop-template-that-earns-its-chaos/208426,2026-03-02 17:24:33
803,The Times of India,Flight disruptions: Nepali migrant workers face uncertainty as West Asian nations halt aviation services,"Nepali migrant workers face uncertainty as flights to West Asia halt amid regional conflict. Thousands are stranded in Kathmandu, unable to reach their jobs or return home. Airlines offer no immediate solutions, leaving workers without resources. The Nepalese…",2026-03-01T08:32:01,https://economictimes.indiatimes.com/news/international/world-news/flight-disruptions-nepali-migrant-workers-face-uncertainty-as-west-asian-nations-halt-aviation-services/articleshow/128909480.cms,2026-03-02 17:24:33
804,Madriduniversal.com,Real Madrid insiders believe superstar forward is prioritising World Cup over club recovery – report,"A fresh report from Mundo Deportivo has added tension to the situation surrounding Kylian Mbappe at Real Madrid. According to the outlet, there is a growing feeling within certain sections of the clu...",2026-03-01T08:20:00,https://madriduniversal.com/real-madrid-insiders-believe-superstar-forward-is-prioritising-world-cup-over-club-recovery-report/,2026-03-02 17:24:33
805,Rlsbb.to,The Heat 2026 S01E05 1080p AMZN WEB-DL H264-RAWR,"Season 1, Episode 05 – There is tension in the kitchen after an explosive dinner party, and a new chef joins the team and catches the eye of the front of house.Links: HOMEPAGE – TVMZThe.Heat.2026.S01E05.720p.WEB.H264-JFFMKV | AC3 / dolby digital plus | 1.36GB…",2026-03-01T07:39:49,https://post.rlsbb.to/the-heat-2026-s01e05-1080p-amzn-web-dl-h264-rawr/,2026-03-02 17:24:33
806,Addyosmani.com,The Factory Model: How Coding Agents Changed Software Engineering,"The Factory Model: How Coding Agents Changed Software Engineering February 25, 2026 Something shifted recently with agentic engineering that “feels” like the level of abstraction changed again. Not the usual kind of shift where tools get marginally better and…",2026-03-01T06:58:56,https://addyosmani.com/blog/factory-model/,2026-03-02 17:24:33
807,Naturalnews.com,Trump Launches ‘Task Force Scorpion’ as Iran Peace Talks Collapse,"Introduction: A Standoff Between Diplomacy and the Drone’s Gaze Diplomatic negotiations between the United States and Iran over Tehran’s nuclear program have collapsed in Geneva, creating a perilous vacuum where the specter of war looms larger than ever [1]. …",2026-03-01T06:00:00,https://www.naturalnews.com/2026-03-01-trump-task-force-scorpion-iran-talks-collapse.html,2026-03-02 17:24:33
808,Yahoo Entertainment,"Quartet of Team USA hockey stars crash 'Heated Rivalry' actor's SNL monologue, joke about Trump invite","Jack Hughes, Quinn Hughes, Megan Keller and Hilary Knight continued their post-Olympic victory lap at 30 Rock.",2026-03-01T05:28:37,https://sports.yahoo.com/nhl/article/quartet-of-team-usa-hockey-stars-crash-heated-rivalry-actors-snl-monologue-joke-about-trump-invite-052837291.html,2026-03-02 17:24:33
809,Yahoo Entertainment,Quartet of Team USA hockey stars crash 'Heated Rivalry' actor's SNL monologue,"Jack Hughes, Quinn Hughes, Megan Keller and Hilary Knight continued their post-Olympic victory lap at 30 Rock.",2026-03-01T05:28:37,https://sports.yahoo.com/nhl/article/quartet-of-team-usa-hockey-stars-crash-heated-rivalry-actors-snl-monologue-052837455.html,2026-03-02 17:24:33
810,The Times of India,Omar Abdullah appeals for calm in Kashmir after protests erupt over Iran's Supreme Leader Khamenei’s death,Protests erupted across Kashmir on Sunday following reports of Iran's Supreme Leader Ayatollah Ali Khamenei's death. Chief Minister Omar Abdullah urged for calm and peace. His government is coordinating with the Union Ministry of External Affairs to ensure th…,2026-03-01T05:24:32,https://economictimes.indiatimes.com/news/politics-and-nation/omar-abdullah-appeals-for-calm-in-kashmir-after-protests-erupt-over-irans-supreme-leader-khameneis-death/articleshow/128906380.cms,2026-03-02 17:24:33
811,BusinessLine,Passengers stranded at Delhi's IGI Airport amid escalated Israel-Iran conflict,"The cancellations and delays come amid the escalated tension and disturbance in the Middle East after coordinated military strikes involving Israel and the US, targeting Iranian sites",2026-03-01T04:25:54,https://www.thehindubusinessline.com/economy/logistics/passengers-stranded-at-delhis-igi-airport-amid-escalated-israel-iran-conflict/article70690630.ece,2026-03-02 17:24:33
816,New York Post,"DA’s latest insult to cops: Letters to the Editor — Mar. 2, 2026",NY Post readers discuss prosecutors reducing charges against a man arrested in the snowball-fight attack on NYPD officers.,2026-03-01T17:14:14,https://nypost.com/2026/03/01/opinion/das-latest-insult-to-cops-letters/,2026-03-02 17:24:33
840,LADbible,Doctor warns of 'silent killer' after explaining ‘single worst thing you can do to your body’,A doctor has warned about a 'silent killer' lots of people have without even realising it,2026-03-01T16:41:08,https://www.ladbible.com/news/health/doctor-warns-silent-killer-blood-pressure-201627-20260301,2026-03-02 17:24:33
851,Newser,"Attacker Opens Fire Outside Bar, Killing 2 and Wounding 14","Two people were killed and 14 wounded in a mass shooting at a popular bar in the Texas capital of Austin, authorities said Sunday. An FBI official said the attack was ""potentially"" an act of terrorism, the AP reports. Police Chief Lisa Davis said a man in an …",2026-03-01T16:25:00,https://www.newser.com/story/384586/driver-stops-opens-fire-outside-bar.html,2026-03-02 17:24:33
892,The Spokesman-Review,Avalanche of 3-pointers helps Saint Mary's clinch share of WCC title with 70-59 win over No. 9 Gonzaga | Analysis,"Mar. 1—MORAGA, Calif. — Gonzaga's defense held up for a solid 20-25 seconds on Saint Marys' first possession Saturday night at UCU Pavilion. It resulted in a Mikey Lewis 3-pointer anyway, setting the tone for what turned into a long, agonizing night for the n…",2026-03-01T16:01:00,http://www.spokesman.com/stories/2026/feb/28/avalanche-of-3-pointers-helps-saint-marys-clinch-s/,2026-03-02 17:24:33
895,New York Post,Hospice chief’s astonishing defense of industry as Post blows apart spiraling fraud crisis,"An experienced hospice operator has defended the industry, but acknowledged fraud exists. But Kevin Tutunjian, founder of In the Arms of Grace Hospice in 2011, a completely legitimate, community-based organization in Los Angeles said the issues are ”nuanced” …",2026-03-01T15:59:55,https://nypost.com/2026/03/01/us-news/hospice-provider-claims-most-are-legit-but-fraud-exists/,2026-03-02 17:24:33
905,Newser,Researchers Have a Theory on Female Caribou Antlers,"Female caribou may be lugging around antlers for a reason that has less to do with defense and more to do with their diets. A new study of more than 1,500 shed antlers taken from calving grounds in Alaska's Arctic National Wildlife Refuge finds that the prima…",2026-03-01T15:30:00,https://www.newser.com/story/384308/researchers-have-a-theory-on-female-caribou-antlers.html,2026-03-02 17:24:33
906,CBS News,AI executive Dario Amodei on the red lines Anthropic would not cross,The CEO of Anthropic says his company refused to allow its technology to be used by the Trump Administration without certain guidelines (such as not using its AI to power fully-autonomous weapons without any human involvement).,2026-03-01T15:29:08,https://www.cbsnews.com/news/ai-executive-dario-amodei-on-the-red-lines-anthropic-would-not-cross/,2026-03-02 17:24:33
907,Stockton Record,St. Mary’s rides swarming defense to CIF SJS title No. 23 over McClatchy,"St. Mary’s girls basketball captured its 23rd CIF Sac-Joaquin Section title Fridat, defeating McClatchy in the first final between two women head coaches.",2026-03-01T15:27:06,https://www.recordnet.com/story/sports/high-school/basketball/2026/03/01/st-marys-girls-basketball-claims-23rd-section-title-over-mcclatchy/88929375007/,2026-03-02 17:24:33
910,Wrestling Inc.,Roman Reigns Responds To CM Punk's World Title Defense At WWE Elimination Chamber,"CM Punk managed to defeat Finn Balor at WWE Elimination Chamber, but he couldn't manage to impress ""The Tribal Chief"" Roman Reigns.",2026-03-01T15:18:35,https://www.wrestlinginc.com/2112728/roman-reigns-responds-cm-punk-world-title-defense-wwe-elimination-chamber/,2026-03-02 17:24:33
911,DW (English),Khamenei's death: 'Never thought I would see this day',The killing of Iran's ex-Supreme Leader Ali Khamenei in an Israeli attack has triggered mixed reactions in a polarized Iran. DW spoke to some Iranians living inside the country and abroad.,2026-03-01T15:14:00,https://www.dw.com/en/khameneis-death-never-thought-i-would-see-this-day/a-76175776,2026-03-02 17:24:33
916,Alltoc.com,Why did the Pentagon and Anthropic clash? #politics,"A contest over access, safeguards and military use The dispute revolves around what conditions a commercial artificial‑intelligence company will accept for supplying its models to the U.S. Department of Defense. Pentagon officials pressed Anthropic to allow t…",2026-03-01T15:06:30,https://alltoc.com/politics/why-did-the-pentagon-and-anthropic-clash,2026-03-02 17:24:33
917,English Premier League Index - Opta Stats,Report: 24-year-old Chelsea forward targeted by Serie A giants,"Milan Transfer Market: Guirassy Leads Search for Champions League No 9AC Milan are already shaping their ambitions for 2026-27, with qualification for the Champions League framed as the gateway to a s...",2026-03-01T15:05:00,https://eplindex.com/143397/report-24-yearold-chelsea-forward-targeted-by-serie-a-giants.html,2026-03-02 17:24:33
919,Alltoc.com,How did OpenAI reach a Pentagon agreement? #tech,Deal struck after a high‑stakes standoff OpenAI reached an agreement to let its models run inside the Defense Department’s classified networks after a period of intense negotiation that followed a separate dispute between the Pentagon and another AI company. …,2026-03-01T15:03:36,https://alltoc.com/tech/how-did-openai-reach-a-pentagon-agreement,2026-03-02 17:24:33
920,Israelnationalnews.com,IDF destroys Iranian internal security headquarters,"A short while ago, the Israel Air Force, guided by IDF intelligence, completed an additional wave of strikes targeting dozens of command centers and headquarters belonging to the Iranian terror regime.",2026-03-01T15:02:08,https://www.israelnationalnews.com/news/423180,2026-03-02 17:24:33
922,Rlsbb.to,National Defense - March 2026,"National Defense, published monthly by the National Defense Industrial Association, provides news and analysis on topics of relevance to national security government and industry professionals.National Defense - March 2026English | 52 pages | True PDF | 9.70 …",2026-03-01T14:58:29,https://post.rlsbb.to/national-defense-march-2026/,2026-03-02 17:24:33
927,Sun Sentinel,"Heat, Spoelstra successfully zone in on unlocking Adebayo-Ware pairing",MIAMI — It arguably has taken two seasons – as in both of Kel’el Ware’s seasons with the Miami Heat – but coach Erik Spoelstra might just have cracked the code when it comes to minutes for Ware . . . and minutes when Bam Adebayo and Ware can share the court. …,2026-03-01T14:30:00,https://www.sun-sentinel.com/2026/03/01/heat-spoelstra-successfully-zone-in-on-unlocking-adebayo-ware-pairing/,2026-03-02 17:24:33
941,Marca,LeBron James crowns his daughter Zhuri the Lakers' talisman while confessing she has 'softened' him,"Following the Los Angeles Lakers&apos; recent win over Stephen Curry&apos;s Golden State Warriors, LeBron James revealed the secret weapon behind the win: his 11-year-old daughter,",2026-03-01T15:22:00,https://www.marca.com/en/basketball/nba/los-angeles-lakers/2026/03/01/69a4598c268e3e47518b45aa.html,2026-03-02 17:24:33
945,Yahoo Entertainment,2026 NFL mock draft: Broncos add new WR for Bo Nix,Mike Renner's NFL mock draft has the Broncos adding a new weapon for third-year QB Bo Nix.,2026-03-01T14:00:52,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_5f04fa74-cce8-4b7b-ad9d-3c659565c7e9,2026-03-02 17:24:33
